words,counts
commons.m_Special:MyLanguage/Commons:What_Commons_is_not,5
commons.m_Special:MyLanguage/Commons:When_to_use_the_PD-Art_tag,5
commons.m_Special:MyLanguage/Commons:When_to_use_the_PD-Art_tag/Straw_Poll,6
commons.m_Special:MyLanguage/Commons:When_to_use_the_PD-scan_tag,5
commons.m_Special:MyLanguage/Commons:WikiProject_Permission_requests,7
commons.m_Special:MyLanguage/Commons:WikiProject_Public_Domain,8
commons.m_Special:MyLanguage/Commons:derivative_work,9
commons.m_Special:MyLanguage/Help:Chunked_upload,6
commons.m_Special:MyLanguage/Help:Contents,8
commons.m_Special:MyLanguage/Help:Public_domain,9
commons.m_Special:MyLanguage/ext.translate.pagetranslation.uls,4
commons.m_Special:MyTalk,6
commons.m_Special:PasswordReset,9
commons.m_Special:Preferences,9
commons.m_Special:RecentChanges,14
commons.m_Special:RecentChangesLinked,10
commons.m_Special:RecentChangesLinked/Commons:Licensing,8
commons.m_Special:RecentChangesLinked/Commons:Upload,6
commons.m_Special:RecentChangesLinked/Commons:Village_pump,3
commons.m_Special:RecentChangesLinked/Help:Contents,5
commons.m_Special:RecentChangesLinked/Main_Page,8
commons.m_Special:SpecialPages,8
commons.m_Special:Statistics,6
commons.m_Special:TimedMediaHandler,6
commons.m_Special:Translate,10
commons.m_Special:UncategorizedCategories,9
commons.m_Special:UncategorizedPages,7
commons.m_Special:Upload,6
commons.m_Special:WhatLinksHere,9
commons.m_Special:WhatLinksHere/Commons:Community_portal,7
commons.m_Special:WhatLinksHere/Commons:Contact_us,6
commons.m_Special:WhatLinksHere/Commons:General_disclaimer,3
commons.m_Special:WhatLinksHere/Commons:Licensing,6
commons.m_Special:WhatLinksHere/Commons:Upload,8
commons.m_Special:WhatLinksHere/Commons:Village_pump,3
commons.m_Special:WhatLinksHere/Commons:Welcome,6
commons.m_Special:WhatLinksHere/Help:Contents,7
commons.m_Special:WhatLinksHere/Main_Page,6
commons.m_Strona_główna,4
commons.m_Template:Attribution,9
commons.m_Template:Cc-by-nd-3.0,3
commons.m_Template:Cc-by-sa,6
commons.m_Template:Cc-by-sa-2.5,9
commons.m_Template:Cc-by-sa-4.0,8
commons.m_Template:Cc-by-sa-old,6
commons.m_Template:Centralized_discussion,8
commons.m_Template:Commons_policies_and_guidelines,4
commons.m_Template:Copyrighted-Layout,2
commons.m_Template:En,3
commons.m_Template:Fact_disputed,8
commons.m_Template:File_renaming_reasons/render,11
commons.m_Template:GFDL,9
commons.m_Template:Lang-VP,6
commons.m_Template:Money-JO,5
commons.m_Template:Not-PD-US-URAA,7
commons.m_Template:Object_location,6
commons.m_Template:PD-1923,8
commons.m_Template:PD-Hubble,9
commons.m_Template:PD-US,10
commons.m_Template:PD-US-unpublished,13
commons.m_Template:PD-USGov,10
commons.m_Template:PD-font,8
commons.m_Template:PD-ineligible,5
commons.m_Template:PD-old,4
commons.m_Template:PD-old-70,6
commons.m_Template:PD-self,8
commons.m_Template:PermissionOTRS,11
commons.m_Template:Personality_rights,7
commons.m_Template:Potd/2016-12-30_(en),9
commons.m_Template:Potd/2016-12-31_(en),9
commons.m_Template:Potd/2017-01-01_(en),9
commons.m_Template:Potd/2017-01-02_(en),8
commons.m_Template:Potd/2017-01-03_(en),9
commons.m_Template:Potd/2017-01-04_(en),8
commons.m_Template:Potd/2017-01-05_(en),9
commons.m_Template:Potd/2017-01-06_(en),9
commons.m_Template:Useful-object-US,6
commons.m_Template:Vector_version_available,4
commons.m_Template_talk:Cc-by-sa,5
commons.m_Template_talk:Centralized_discussion,6
commons.m_Template_talk:PD-textlogo,6
commons.m_Tepas,4
commons.m_Thâu-ia̍h,5
commons.m_Thèu-ya̍p,8
commons.m_Tuisblad,5
commons.m_Tungkaran_Tatambaian,7
commons.m_Tàu-hiĕk,7
commons.m_Unang_Pahina,4
commons.m_United_States,6
commons.m_User:1989,13
commons.m_User:Alexrk2,5
commons.m_User:Alvesgaspar,5
commons.m_User:Andy_Dingley,8
commons.m_User:Auntof6,4
commons.m_User:B25es,5
commons.m_User:Blackcat,7
commons.m_User:BotMultichillT,5
commons.m_User:Carnby,5
commons.m_User:Christian_Ferrer,6
commons.m_User:Darwinius,3
commons.m_User:Ellin_Beltz,6
commons.m_User:File_Upload_Bot_(Magnus_Manske),6
commons.m_User:Flickr_upload_bot,6
commons.m_User:GLavagetto_(WMF),4
commons.m_User:George_Shuklin,6
commons.m_User:Gestumblindi,5
commons.m_User:Ghouston,6
commons.m_User:Ghybu,6
commons.m_User:H-stt,5
commons.m_User:Hedwig_in_Washington,7
commons.m_User:Huntster,11
commons.m_User:Jameslwoodward,8
commons.m_User:Jane023,5
commons.m_User:Jastrow,9
commons.m_User:Jdx,4
commons.m_User:Jkadavoor,5
commons.m_User:Johnbod,2
commons.m_User:Jonathan_Cardy,4
commons.m_User:Jos1950,9
commons.m_User:Josve05a,6
commons.m_User:JuTa,8
commons.m_User:JurgenNL/speedy,13
commons.m_User:Kaldari,6
commons.m_User:LX,6
commons.m_User:Magog_the_Ogre,11
commons.m_User:Multichill,6
commons.m_User:Natuur12,5
commons.m_User:Nemo_bis,5
commons.m_User:Nick,5
commons.m_User:NordNordWest,6
commons.m_User:Panoramio_upload_bot,8
commons.m_User:Perhelion,8
commons.m_User:Pigsonthewing,3
commons.m_User:Pokéfan95,4
commons.m_User:Revent,6
commons.m_User:Rimshot,7
commons.m_User:Sdepares,10
commons.m_User:Seedfeeder,6
commons.m_User:Sitacuisses,5
commons.m_User:Slowking4,3
commons.m_User:Speravir,5
commons.m_User:Steinsplitter,10
commons.m_User:Stolbovsky,4
commons.m_User:Sunpriat,4
commons.m_User:TheDJ,10
commons.m_User:Themightyquill,8
commons.m_User:Victuallers,5
commons.m_User:Wikimedia_Commons_Welcome,8
commons.m_User:WiseWoman,5
commons.m_User:Yann,5
commons.m_User:Yurik,5
commons.m_User:Zhuyifei1999,10
commons.m_User:ŠJů,12
commons.m_User_talk:Alexrk2,7
commons.m_User_talk:Auntof6,4
commons.m_User_talk:B25es,5
commons.m_User_talk:Blackcat,3
commons.m_User_talk:Carnby,5
commons.m_User_talk:Ceeseven,5
commons.m_User_talk:Christian_Ferrer,11
commons.m_User_talk:Darwinius,4
commons.m_User_talk:Elisfkc,8
commons.m_User_talk:Ellin_Beltz,10
commons.m_User_talk:Fabrizio_Gatta,8
commons.m_User_talk:Fæ,11
commons.m_User_talk:George_Shuklin,6
commons.m_User_talk:Gestumblindi,4
commons.m_User_talk:Ghouston,7
commons.m_User_talk:Ghybu,3
commons.m_User_talk:H-stt,5
commons.m_User_talk:Hedwig_in_Washington,10
commons.m_User_talk:Jameslwoodward,8
commons.m_User_talk:Jane023,6
commons.m_User_talk:Jarekt,9
commons.m_User_talk:Jcb,13
commons.m_User_talk:Jim.henderson,4
commons.m_User_talk:Jkadavoor,4
commons.m_User_talk:Jmabel,5
commons.m_User_talk:Johnbod,2
commons.m_User_talk:JuTa,7
commons.m_User_talk:Kaldari,5
commons.m_User_talk:Kelly,4
commons.m_User_talk:LX,9
commons.m_User_talk:Martin_of_Sheffield,2
commons.m_User_talk:Multichill,9
commons.m_User_talk:Nick,14
commons.m_User_talk:Pigsonthewing,5
commons.m_User_talk:Revent,4
commons.m_User_talk:Rimshot,6
commons.m_User_talk:Shizhao,11
commons.m_User_talk:Sitacuisses,4
commons.m_User_talk:Slowking4,3
commons.m_User_talk:Srittau,8
commons.m_User_talk:Steinsplitter,5
commons.m_User_talk:Stolbovsky,5
commons.m_User_talk:Sunpriat,6
commons.m_User_talk:Victuallers,5
commons.m_User_talk:Wdwd,5
commons.m_User_talk:WiseWoman,5
commons.m_User_talk:Wouterhagens,10
commons.m_User_talk:Yakikaki,2
commons.m_User_talk:Yann,14
commons.m_User_talk:Yodalejedi,6
commons.m_User_talk:Zhuyifei1999,7
commons.m_Veurblad,8
commons.m_Victor_Hugo,9
commons.m_Vulva,4
commons.m_special:uploadWizard,7
commons.m_Édouard-Henri_Avril,11
commons.m_БетӀераб_гьумер,5
commons.m_Главна_страница,5
commons.m_Начална_страница,8
commons.m_Першая_старонка,6
commons.m_Сæйраг_фарс,7
commons.m_Գլխավոր_Էջ,7
commons.m_עמוד_ראשי,3
commons.m_دەستپێک,7
commons.m_صفحهٔ_اصلی,4
commons.m_گت_ولگ,5
commons.m_गृह_पृष्ठ,6
commons.m_मुखपृष्ठ,9
commons.m_मुख्य_पन्ना,8
commons.m_मुख्य_पृष्ठ,9
commons.m_প্রধান_পাতা,5
commons.m_મુખપૃષ્ઠ,7
commons.m_ಮುಖ್ಯ_ಪುಟ,7
commons.m_මුල්_පිටුව,7
commons.m_მთავარი_გვერდი,5
commons.m_ទំព័រដើម,6
commons.m_卷首,8
commons.m_頭版,9
commons.m.m_Accueil,2
commons.m.m_Bikini,4
commons.m.m_Category:1920s_videos_of_ejaculation,10
commons.m.m_Category:2000s_male_masturbation_(animated),7
commons.m.m_Category:2000s_videos_of_ejaculation,9
commons.m.m_Category:2010s_videos_of_ejaculation,4
commons.m.m_Category:Adolescent_boys,8
commons.m.m_Category:Adult_video_arcades,4
commons.m.m_Category:African-American_pornographic_actresses,11
commons.m.m_Category:All-male_threesome,7
commons.m.m_Category:Alt_porn,4
commons.m.m_Category:Anal_and_vaginal_sex_in_threesome,3
commons.m.m_Category:Anal_beads,6
commons.m.m_Category:Anal_fingering,6
commons.m.m_Category:Anal_fisting,6
commons.m.m_Category:Anal_sex,5
commons.m.m_Category:Anal_sex_(gay)_in_art,5
commons.m.m_Category:Anal_sex_in_art,7
commons.m.m_Category:Anal_use_of_dildos,6
commons.m.m_Category:Anal_use_of_objects,8
commons.m.m_Category:Anal_use_of_vibrators,7
commons.m.m_Category:Animalia,5
commons.m.m_Category:Areola,10
commons.m.m_Category:Artificial_vaginas,7
commons.m.m_Category:Autofellatio,8
commons.m.m_Category:Beach_nudity,8
commons.m.m_Category:Black_and_white_photographs_of_couples_having_sex,8
commons.m.m_Category:Black_and_white_photographs_of_nude_adolescent_boys,6
commons.m.m_Category:Black_and_white_videos_of_ejaculation,7
commons.m.m_Category:Breast_licking,6
commons.m.m_Category:Breasts,11
commons.m.m_Category:Butt_plugs_in_use_by_men,4
commons.m.m_Category:Butt_plugs_in_use_by_women,9
commons.m.m_Category:Buttocks,2
commons.m.m_Category:Canidae_vulva,7
commons.m.m_Category:Child_pornography,5
commons.m.m_Category:Clitoral_hood_piercings,10
commons.m.m_Category:Clitoris,6
commons.m.m_Category:Close-ups_of_human_vaginas,8
commons.m.m_Category:Close-ups_of_human_vulvas,8
commons.m.m_Category:Cock_rings,4
commons.m.m_Category:Coitus_of_a_hemisected_man_and_woman_(Leonardo_da_Vinci),5
commons.m.m_Category:Condoms,8
commons.m.m_Category:Courageous_Cunts,4
commons.m.m_Category:Debbie_Does_Dallas,5
commons.m.m_Category:Diphallia,8
commons.m.m_Category:Doggy_style_in_art,5
commons.m.m_Category:Drawings_of_couples_having_sex,7
commons.m.m_Category:Ejaculation,9
commons.m.m_Category:Ejaculation_of_humans,9
commons.m.m_Category:Equine_vulva,7
commons.m.m_Category:Erotic_activities_involving_children,6
commons.m.m_Category:Eveready_Harton_in_Buried_Treasure,3
commons.m.m_Category:Face_sitting,5
commons.m.m_Category:Facial_cumshot,7
commons.m.m_Category:Fellatio_in_art,4
commons.m.m_Category:Female_bottomlessness_in_photography,7
commons.m.m_Category:Female_breast_flashing,10
commons.m.m_Category:Female_buttocks,12
commons.m.m_Category:Female_chastity_devices,8
commons.m.m_Category:Female_chastity_devices_(BDSM),9
commons.m.m_Category:Female_ejaculation,4
commons.m.m_Category:Female_genital_piercings,10
commons.m.m_Category:Female_genitalia,5
commons.m.m_Category:Female_human_anuses,5
commons.m.m_Category:Female_human_breasts,7
commons.m.m_Category:Female_human_genitalia,8
commons.m.m_Category:Female_masturbation,4
commons.m.m_Category:Female_masturbation_in_art,12
commons.m.m_Category:Female_nipples,2
commons.m.m_Category:Female_orgasms,5
commons.m.m_Category:Female_toplessness,7
commons.m.m_Category:Females_having_sex,6
commons.m.m_Category:Females_performing_cunnilingus_in_art,9
commons.m.m_Category:Flaccid_human_penis,7
commons.m.m_Category:Fleshlight_girls,8
commons.m.m_Category:Foreplay,7
commons.m.m_Category:Foursome,9
commons.m.m_Category:Frenulum_of_the_human_penis,7
commons.m.m_Category:Front_views_of_nude_women,10
commons.m.m_Category:GIF_videos_of_male_masturbation,7
commons.m.m_Category:Gallery_pages_of_porn_actresses,10
commons.m.m_Category:Gangbang,8
commons.m.m_Category:Gangbang_pornography,8
commons.m.m_Category:Gay_sex,3
commons.m.m_Category:Georgia_Jones,8
commons.m.m_Category:Gokkun,7
commons.m.m_Category:Group_sex,5
commons.m.m_Category:Handbook_of_Ornament_(1900)_illustrations,9
commons.m.m_Category:Handjob,8
commons.m.m_Category:Handjobs_in_art,8
commons.m.m_Category:History_of_masturbation,8
commons.m.m_Category:Human_anus,5
commons.m.m_Category:Human_buttocks,8
commons.m.m_Category:Human_glans_penis,7
commons.m.m_Category:Human_penis_diagrams,8
commons.m.m_Category:Human_penis_in_art_in_various_degrees_of_rigidity,2
commons.m.m_Category:Human_penis_size_diagrams,7
"commons.m.m_Category:Human_penises,_erect_length_125-150_mm",3
"commons.m.m_Category:Human_penises,_erect_length_175-200_mm",8
"commons.m.m_Category:Human_penises,_erect_length_250-275_mm",6
commons.m.m_Category:Human_sexuality,2
commons.m.m_Category:Human_vaginas_in_art,7
commons.m.m_Category:Human_vulvas,8
commons.m.m_Category:Humans_mating,8
commons.m.m_Category:Images_from_Wiki_Loves_Africa_2016,8
commons.m.m_Category:Imitated_fellatio,5
commons.m.m_Category:Kneeling_sex_positions_in_art,10
commons.m.m_Category:Lesbian_porn_actresses,4
commons.m.m_Category:Lesbian_pornography,13
commons.m.m_Category:Lolicon,6
commons.m.m_Category:Male_genital_torture,9
commons.m.m_Category:Male_human_anuses,9
commons.m.m_Category:Male_human_genitalia,4
commons.m.m_Category:Male_masturbation_after_ejaculation,8
commons.m.m_Category:Male_masturbation_before_ejaculation,4
commons.m.m_Category:Male_masturbation_in_art,9
commons.m.m_Category:Male_masturbation_toys,6
commons.m.m_Category:Males_having_sex,4
commons.m.m_Category:Males_performing_cunnilingus,6
commons.m.m_Category:Males_performing_fellatio,6
commons.m.m_Category:Males_performing_fellatio_in_art,9
commons.m.m_Category:Mammary_intercourse,10
commons.m.m_Category:Masturbation,8
commons.m.m_Category:Masturbation_games,7
commons.m.m_Category:Micropenis,5
commons.m.m_Category:Minka_(porn_star),7
commons.m.m_Category:Missionary_positions,4
commons.m.m_Category:Missionary_positions_in_art,9
commons.m.m_Category:Mons_pubis,8
commons.m.m_Category:Multiple_penetration,10
commons.m.m_Category:Music,8
